GIMHABOG,,
,,
Nombre del computadora:,GIMHABOG,
Tipo de SRAM actual:,Synchronous,
Velocidad de caché:,Unknown,
Tipo de corrección de errores:,Parity,
Tamaño máximo de caché:,384 KBytes,
Tamaño de caché instalado:,384 KBytes,
Asociatividad de caché:,12-way Set-Associative,
,,
Caché L1,,
,,
Designación de enchufe:,L1 Cache,
Estado de caché:,Activado,
Ubicación de la caché:,Interno,
Tipo de caché:,L1 Instruction,
Esquema de caché:,Write-Back,
Tipo de SRAM admitido:,Synchronous,
Tipo de SRAM actual:,Synchronous,
Velocidad de caché:,Unknown,
Tipo de corrección de errores:,Parity,
Tamaño máximo de caché:,256 KBytes,
Tamaño de caché instalado:,256 KBytes,
Asociatividad de caché:,8-way Set-Associative,
,,
Caché L2,,
,,
Designación de enchufe:,L2 Cache,
Estado de caché:,Activado,
Ubicación de la caché:,Interno,
Tipo de caché:,L2 Unified,
Esquema de caché:,Write-Back,
Tipo de SRAM admitido:,Synchronous,
Tipo de SRAM actual:,Synchronous,
Velocidad de caché:,Unknown,
Tipo de corrección de errores:,Single-bit ECC,
Tamaño máximo de caché:,10240 KBytes,
Tamaño de caché instalado:,10240 KBytes,
Asociatividad de caché:,Unknown,
,,
Caché L3,,
,,
Designación de enchufe:,L3 Cache,
Estado de caché:,Activado,
Ubicación de la caché:,Interno,
Tipo de caché:,L3 Unified,
Esquema de caché:,Write-Back,
Tipo de SRAM admitido:,Synchronous,
Tipo de SRAM actual:,Synchronous,
Velocidad de caché:,Unknown,
Tipo de corrección de errores:,Multi-bit ECC,
Tamaño máximo de caché:,25600 KBytes,
Tamaño de caché instalado:,25600 KBytes,
Asociatividad de caché:,Unknown,
,,
Caché L1,,
,,
Designación de enchufe:,L1 Cache,
Estado de caché:,Activado,
Ubicación de la caché:,Interno,
Tipo de caché:,L1 Data,
Esquema de caché:,Write-Back,
Tipo de SRAM admitido:,Synchronous,
Tipo de SRAM actual:,Synchronous,
Velocidad de caché:,Unknown,
Tipo de corrección de errores:,Parity,
Tamaño máximo de caché:,128 KBytes,
Tamaño de caché instalado:,128 KBytes,
Asociatividad de caché:,8-way Set-Associative,
,,
Caché L1,,
,,
Designación de enchufe:,L1 Cache,
Estado de caché:,Activado,
Ubicación de la caché:,Interno,
Tipo de caché:,L1 Instruction,
Esquema de caché:,Write-Back,
Tipo de SRAM admitido:,Synchronous,
Tipo de SRAM actual:,Synchronous,
Velocidad de caché:,Unknown,
Tipo de corrección de errores:,Parity,
Tamaño máximo de caché:,256 KBytes,
Tamaño de caché instalado:,256 KBytes,
Asociatividad de caché:,8-way Set-Associative,
,,
Caché L2,,
,,
Designación de enchufe:,L2 Cache,
Estado de caché:,Activado,
Ubicación de la caché:,Interno,
Tipo de caché:,L2 Unified,
Esquema de caché:,Write-Back,
Tipo de SRAM admitido:,Synchronous,
Tipo de SRAM actual:,Synchronous,
Velocidad de caché:,Unknown,
Tipo de corrección de errores:,Single-bit ECC,
Tamaño máximo de caché:,2048 KBytes,
Tamaño de caché instalado:,2048 KBytes,
Asociatividad de caché:,16-way Set-Associative,
,,
Caché L3,,
,,
Designación de enchufe:,L3 Cache,
Estado de caché:,Activado,
Ubicación de la caché:,Interno,
Tipo de caché:,L3 Unified,
Esquema de caché:,Write-Back,
Tipo de SRAM admitido:,Synchronous,
Tipo de SRAM actual:,Synchronous,
Velocidad de caché:,Unknown,
Tipo de corrección de errores:,Multi-bit ECC,
Tamaño máximo de caché:,25600 KBytes,
Tamaño de caché instalado:,25600 KBytes,
Asociatividad de caché:,Unknown,
,,
Procesador,,
,,
Fabricante del procesador:,Intel(R) Corporation,
Processor Version:,12th Gen Intel(R) Core(TM) i7-12700F,
Frecuencia externa:,100 MHz,
Frecuencia máxima admitida:,4900 MHz,
Frecuencia actual:,2079 MHz,
Zócalo de CPU:,Poblada,
Estado de la CPU:,Activado,
Tipo de procesador:,Procesador central,
Voltaje del procesador:,0.8 V,
Actualización del procesador:,Socket LGA1700,
Designación de enchufe:,U3E1,
,,
Intel vPro,,
,,
CPU VT-x Support:,Soportado,
CPU VT-x Status:,Activado,
CPU VT-x2 Support:,No soportado,
CPU VT-x2 Status:,Deshabilitado,
CPU TXT Support:,No soportado,
CPU TXT Status:,Deshabilitado,
CPU VMX Status:,Activado,
CPU SMX Status:,Deshabilitado,
Intel ME Status:,Activado,
Intel OST Firmware Support:,No soportado,
Intel ASF Firmware Support:,No soportado,
Intel AMT Pro Firmware Support:,No soportado,
Intel AMT Basic Firmware Support:,No soportado,
Intel TPM Firmware Support:,Soportado,
Intel Castle Peak Support:,No soportado,
Intel WoX Support:,No soportado,
Intel Virtualization Engine Support:,No soportado,
Intel Anti-Theft Technology Support:,No soportado,
TPM On-board:,No soportado,
Intel Anti-Theft Technology Enrolled:,Soportado,
Intel ME Version:,"v16.1, Build 2091, Hotfix 25",
BIOS VT-x Support:,No soportado,
BIOS VT-d Support:,Soportado,
BIOS TXT Support:,No soportado,
BIOS TPM Support:,No soportado,
BIOS ME Support:,No soportado,
BIOS VA Extensions Support:,Soportado,
Intel AT PBA For Recovery Support:,No soportado,
Intel AT WWAN Support:,No soportado,
,,
Dispositivo a bordo,,
,,
Descripción del aparato:,Onboard - Other,
Tipo de dispositivo:,Unknown,
Estado del dispositivo:,Activado,
Base Segment:Bus:Device:Function Number:,0:0:0:0,
,,
Dispositivo a bordo,,
,,
Descripción del aparato:,Onboard - Other,
Tipo de dispositivo:,Unknown,
Estado del dispositivo:,Activado,
Base Segment:Bus:Device:Function Number:,0:0:8:0,
,,
Dispositivo a bordo,,
,,
Descripción del aparato:,Onboard - Other,
Tipo de dispositivo:,Unknown,
Estado del dispositivo:,Activado,
Base Segment:Bus:Device:Function Number:,0:0:10:0,
,,
Dispositivo a bordo,,
,,
Descripción del aparato:,Onboard - Other,
Tipo de dispositivo:,Unknown,
Estado del dispositivo:,Activado,
Base Segment:Bus:Device:Function Number:,0:0:20:0,
,,
Dispositivo a bordo,,
,,
Descripción del aparato:,Onboard - Other,
Tipo de dispositivo:,Unknown,
Estado del dispositivo:,Activado,
Base Segment:Bus:Device:Function Number:,0:0:20:2,
,,
Dispositivo a bordo,,
,,
Descripción del aparato:,Onboard - Other,
Tipo de dispositivo:,Unknown,
Estado del dispositivo:,Activado,
Base Segment:Bus:Device:Function Number:,0:0:22:0,
,,
Dispositivo a bordo,,
,,
Descripción del aparato:,Onboard - SATA,
Tipo de dispositivo:,SATA Controller,
Estado del dispositivo:,Activado,
Base Segment:Bus:Device:Function Number:,0:0:23:0,
,,
Dispositivo a bordo,,
,,
Descripción del aparato:,Onboard - Other,
Tipo de dispositivo:,Unknown,
Estado del dispositivo:,Activado,
Base Segment:Bus:Device:Function Number:,0:0:31:0,
,,
Dispositivo a bordo,,
,,
Descripción del aparato:,Onboard - Sound,
Tipo de dispositivo:,Audio Device,
Estado del dispositivo:,Activado,
Base Segment:Bus:Device:Function Number:,0:0:31:3,
,,
Dispositivo a bordo,,
,,
Descripción del aparato:,Onboard - Other,
Tipo de dispositivo:,Unknown,
Estado del dispositivo:,Activado,
Base Segment:Bus:Device:Function Number:,0:0:31:4,
,,
Dispositivo a bordo,,
,,
Descripción del aparato:,Onboard - Other,
Tipo de dispositivo:,Unknown,
Estado del dispositivo:,Activado,
Base Segment:Bus:Device:Function Number:,0:0:31:5,
,,
Información de la versión de firmware,,
,,
Lan Phy Version,,
Sensor Firmware Version,,
Debug Mode Status,Disabled,
Performance Mode Status,Disabled,
Debug Use USB(Disabled:Serial),Disabled,
ICC Overclocking Version,,
UNDI Version,,
EC FW Version,0,
GOP Version,,
Royal Park Version,,
Platform Version,0.7.0.0,
,,
Group Associations,,
,,
,,
Group Associations,,
,,
,,
Dispositivos de memoria,,
,,
,,
Matriz de memoria física,,
,,
Ubicación de la matriz:,System board,
Uso de matriz:,System memory,
Método de detección de errores:,Ninguna,
Capacidad de memoria:,128 GBytes,
Dispositivos de memoria:,4,
,,
Dispositivo de memoria,,
,,
Ancho total:,64 bits,
Ancho de datos:,64 bits,
Tamaño del dispositivo:,32768 MBytes,
Factor de forma del dispositivo:,DIMM,
Localizador de dispositivos:,Controller0-DIMMA1,
Bank Locator:,BANK 0,
Tipo de dispositivo:,DDR4,
Detalle del tipo de dispositivo:,Synchronous,
Velocidad de memoria:,2400 MT/s,
Configured Memory Speed:,2400 MT/s,
Fabricante:,Kingston,
Número de serie:,D11977D2,
Número de parte:,KF3200C16D4/32GX    ,
Asset Tag:,9876543210,
Volatile Size:,32 GBytes,
,,
Dispositivo de memoria,,
,,
Ancho total:,64 bits,
Ancho de datos:,64 bits,
Tamaño del dispositivo:,32768 MBytes,
Factor de forma del dispositivo:,DIMM,
Localizador de dispositivos:,Controller0-DIMMA2,
Bank Locator:,BANK 0,
Tipo de dispositivo:,DDR4,
Detalle del tipo de dispositivo:,Synchronous,
Velocidad de memoria:,2400 MT/s,
Configured Memory Speed:,2400 MT/s,
Fabricante:,Kingston,
Número de serie:,023C0951,
Número de parte:,KF3200C16D4/32GX    ,
Asset Tag:,9876543210,
Volatile Size:,32 GBytes,
,,
Dispositivo de memoria,,
,,
Ancho total:,64 bits,
Ancho de datos:,64 bits,
Tamaño del dispositivo:,32768 MBytes,
Factor de forma del dispositivo:,DIMM,
Localizador de dispositivos:,Controller1-DIMMB1,
Bank Locator:,BANK 0,
Tipo de dispositivo:,DDR4,
Detalle del tipo de dispositivo:,Synchronous,
Velocidad de memoria:,2400 MT/s,
Configured Memory Speed:,2400 MT/s,
Fabricante:,Kingston,
Número de serie:,251978B8,
Número de parte:,KF3200C16D4/32GX    ,
Asset Tag:,9876543210,
Volatile Size:,32 GBytes,
,,
Dispositivo de memoria,,
,,
Ancho total:,64 bits,
Ancho de datos:,64 bits,
Tamaño del dispositivo:,32768 MBytes,
Factor de forma del dispositivo:,DIMM,
Localizador de dispositivos:,Controller1-DIMMB2,
Bank Locator:,BANK 0,
Tipo de dispositivo:,DDR4,
Detalle del tipo de dispositivo:,Synchronous,
Velocidad de memoria:,2400 MT/s,
Configured Memory Speed:,2400 MT/s,
Fabricante:,Kingston,
Número de serie:,09BB62F8,
Número de parte:,KF3200C16D4/32GX    ,
Asset Tag:,9876543210,
Volatile Size:,32 GBytes,
,,
Memory Array Mapped Address,,
,,
Dirección inicial:,00000000,
Dirección final:,07FFFFFF,
Ancho de partición:,4,
,,
Memory Device Mapped Address,,
,,
Dirección inicial:,00000000,
Dirección final:,01FFFFFF,
Partition Row Position:,Desconocido,
Interleave Position:,1,
Interleave Data Depth:,2,
,,
Memory Device Mapped Address,,
,,
Dirección inicial:,02000000,
Dirección final:,03FFFFFF,
Partition Row Position:,Desconocido,
Interleave Position:,1,
Interleave Data Depth:,2,
,,
Memory Device Mapped Address,,
,,
Dirección inicial:,04000000,
Dirección final:,05FFFFFF,
Partition Row Position:,Desconocido,
Interleave Position:,2,
Interleave Data Depth:,2,
,,
Memory Device Mapped Address,,
,,
Dirección inicial:,06000000,
Dirección final:,07FFFFFF,
Partition Row Position:,Desconocido,
Interleave Position:,2,
Interleave Data Depth:,2,
,,
Conectores de puerto,,
,,
,,
Mouse Port,,
,,
Tipo de puerto:,Mouse Port,
Referencia interna:,J1A1,
Tipo de conector interno:,Ninguna,
Referencia externa:,PS2Mouse,
Tipo de conector externo:,PS/2,
,,
Keyboard Port,,
,,
Tipo de puerto:,Keyboard Port,
Referencia interna:,J1A1,
Tipo de conector interno:,Ninguna,
Referencia externa:,Keyboard,
Tipo de conector externo:,PS/2,
,,
Conector de puerto,,
,,
Tipo de puerto:,Desconocido,
Referencia interna:,J2A1,
Tipo de conector interno:,Ninguna,
Referencia externa:,TV Out,
Tipo de conector externo:,Mini-Centronics Type-14,
,,
Serial Port 16550A Compatible,,
,,
Tipo de puerto:,Serial Port 16550A Compatible,
Referencia interna:,J2A2A,
Tipo de conector interno:,Ninguna,
Referencia externa:,COM A,
Tipo de conector externo:,DB-9 pin male,
,,
Video Port,,
,,
Tipo de puerto:,Video Port,
Referencia interna:,J2A2B,
Tipo de conector interno:,Ninguna,
Referencia externa:,Video,
Tipo de conector externo:,DB-15 pin female,
,,
USB,,
,,
Tipo de puerto:,USB,
Referencia interna:,J3A1,
Tipo de conector interno:,Ninguna,
Referencia externa:,USB1,
Tipo de conector externo:,Access Bus (USB),
,,
Conector de puerto,,
,,
Tipo de puerto:,Desconocido,
Referencia interna:,J9A1 - TPM HDR,
Tipo de conector interno:,Desconocido,
Referencia externa:,,
Tipo de conector externo:,Ninguna,
,,
Conector de puerto,,
,,
Tipo de puerto:,Desconocido,
Referencia interna:,J9C1 - PCIE DOCKING CONN,
Tipo de conector interno:,Desconocido,
Referencia externa:,,
Tipo de conector externo:,Ninguna,
,,
Conector de puerto,,
,,
Tipo de puerto:,Desconocido,
Referencia interna:,J2B3 - CPU FAN,
Tipo de conector interno:,Desconocido,
Referencia externa:,,
Tipo de conector externo:,Ninguna,
,,
Conector de puerto,,
,,
Tipo de puerto:,Desconocido,
Referencia interna:,J6C2 - EXT HDMI,
Tipo de conector interno:,Desconocido,
Referencia externa:,,
Tipo de conector externo:,Ninguna,
,,
Conector de puerto,,
,,
Tipo de puerto:,Desconocido,
Referencia interna:,J3C1 - GMCH FAN,
Tipo de conector interno:,Desconocido,
Referencia externa:,,
Tipo de conector externo:,Ninguna,
,,
Conector de puerto,,
,,
Tipo de puerto:,Desconocido,
Referencia interna:,J1D1 - ITP,
Tipo de conector interno:,Desconocido,
Referencia externa:,,
Tipo de conector externo:,Ninguna,
,,
Conector de puerto,,
,,
Tipo de puerto:,Desconocido,
Referencia interna:,J9E2 - MDC INTPSR,
Tipo de conector interno:,Desconocido,
Referencia externa:,,
Tipo de conector externo:,Ninguna,
,,
Conector de puerto,,
,,
Tipo de puerto:,Desconocido,
Referencia interna:,J9E4 - MDC INTPSR,
Tipo de conector interno:,Desconocido,
Referencia externa:,,
Tipo de conector externo:,Ninguna,
,,
Conector de puerto,,
,,
Tipo de puerto:,Desconocido,
Referencia interna:,J9E3 - LPC HOT DOCKING,
Tipo de conector interno:,Desconocido,
Referencia externa:,,
Tipo de conector externo:,Ninguna,
,,
Conector de puerto,,
,,
Tipo de puerto:,Desconocido,
Referencia interna:,J9E1 - SCAN MATRIX,
Tipo de conector interno:,Desconocido,
Referencia externa:,,
Tipo de conector externo:,Ninguna,
,,
Conector de puerto,,
,,
Tipo de puerto:,Desconocido,
Referencia interna:,J9G1 - LPC SIDE BAND,
Tipo de conector interno:,Desconocido,
Referencia externa:,,
Tipo de conector externo:,Ninguna,
,,
Conector de puerto,,
,,
Tipo de puerto:,Desconocido,
Referencia interna:,J8F1 - UNIFIED,
Tipo de conector interno:,Desconocido,
Referencia externa:,,
Tipo de conector externo:,Ninguna,
,,
Conector de puerto,,
,,
Tipo de puerto:,Desconocido,
Referencia interna:,J6F1 - LVDS,
Tipo de conector interno:,Desconocido,
Referencia externa:,,
Tipo de conector externo:,Ninguna,
,,
Conector de puerto,,
,,
Tipo de puerto:,Desconocido,
Referencia interna:,J2F1 - LAI FAN,
Tipo de conector interno:,Desconocido,
Referencia externa:,,
Tipo de conector externo:,Ninguna,
,,
Conector de puerto,,
,,
Tipo de puerto:,Desconocido,
Referencia interna:,J2G1 - GFX VID,
Tipo de conector interno:,Desconocido,
Referencia externa:,,
Tipo de conector externo:,Ninguna,
,,
Conector de puerto,,
,,
Tipo de puerto:,Desconocido,
Referencia interna:,J1G6 - AC JACK,
Tipo de conector interno:,Desconocido,
Referencia externa:,,
Tipo de conector externo:,Ninguna,
,,
Ranuras del sistema,,
,,
,,
J6B2,,
,,
Designación de la ranura:,J6B2,
Tipo de ranura:,PCI Express,
Uso de la ranura:,En uso,
Ancho del bus de datos de la ranura:,16x / x16,
Longitud de la ranura:,Largo,
Base Segment:Bus:Device:Function Number:,0:0:1:0,
,,
J6B1,,
,,
Designación de la ranura:,J6B1,
Tipo de ranura:,PCI Express,
Uso de la ranura:,En uso,
Ancho del bus de datos de la ranura:,1x / x1,
Longitud de la ranura:,Corto,
Base Segment:Bus:Device:Function Number:,0:0:28:3,
,,
J6D1,,
,,
Designación de la ranura:,J6D1,
Tipo de ranura:,PCI Express,
Uso de la ranura:,En uso,
Ancho del bus de datos de la ranura:,1x / x1,
Longitud de la ranura:,Corto,
Base Segment:Bus:Device:Function Number:,0:0:28:4,
,,
J7B1,,
,,
Designación de la ranura:,J7B1,
Tipo de ranura:,PCI Express,
Uso de la ranura:,En uso,
Ancho del bus de datos de la ranura:,1x / x1,
Longitud de la ranura:,Corto,
Base Segment:Bus:Device:Function Number:,0:0:28:5,
,,
J8B4,,
,,
Designación de la ranura:,J8B4,
Tipo de ranura:,PCI Express,
Uso de la ranura:,En uso,
Ancho del bus de datos de la ranura:,1x / x1,
Longitud de la ranura:,Corto,
Base Segment:Bus:Device:Function Number:,0:0:28:6,
,,
J8D1,,
,,
Designación de la ranura:,J8D1,
Tipo de ranura:,PCI Express,
Uso de la ranura:,En uso,
Ancho del bus de datos de la ranura:,1x / x1,
Longitud de la ranura:,Corto,
Base Segment:Bus:Device:Function Number:,0:0:28:7,
,,
J8B3,,
,,
Designación de la ranura:,J8B3,
Tipo de ranura:,PCI,
Uso de la ranura:,En uso,
Ancho del bus de datos de la ranura:,32-bit,
Longitud de la ranura:,Corto,
Base Segment:Bus:Device:Function Number:,0:0:30:0,
,,
Intel ME,,
,,
ME Current Working State:,Normal,
Manufacturing Mode:,Active,
ME Current Operation Mode:,Normal,
Boot Guard Status:,Activado,
Boot Guard Verified Boot Policy:,Deshabilitado,
Boot Guard Measured Boot Policy:,Deshabilitado,
Intel ME Version:,"16.1, Build 2091, Hot Fix 25",
Intel ME Recovery Image Version:,"16.1, Build 2091, Hot Fix 25",
Intel ME FITC Version:,"16.1, Build 2091, Hot Fix 25",
Full Network Manageability:,No capaz,
Standard Network Manageability:,No capaz,
Manageability (AMT):,No capaz,
Remote Wake Technology:,No capaz,
Manageability Upgrade:,No capaz,
Intel Anti-Theft:,No capaz,
Capability Licensing Service:,No capaz,
Virtualization Engine:,No capaz,
Intel Sensor Hub (ISH):,No capaz,
ICC Over Clocking:,No capaz,
Protected Audio Video Path (PAVP):,No capaz,
Network Frame Forwarder (NFF):,No capaz,
Remote PC Assist (RPAT):,Capaz,
IPV6:,No capaz,
KVM Remote Control:,No capaz,
Outbreak Containment Heuristic (OCH):,No capaz,
Dynamic Application Loader (DAL):,Capaz,
Cipher Transport Layer (TLS):,Capaz,
Wireless LAN (WLAN):,No capaz,
Platform Trust Technology (PTT):,Capaz,
Near Field Communication (NFC):,No capaz,
Full Network Manageability:,Deshabilitado,
Standard Network Manageability:,Deshabilitado,
Manageability (AMT):,Deshabilitado,
Small Business Advantage:,No capaz,
MEI3:,No capaz,
Intel Anti-Theft:,Deshabilitado,
Capability Licensing Service:,Deshabilitado,
Virtualization Engine:,Deshabilitado,
Intel Sensor Hub (ISH):,Deshabilitado,
ICC Over Clocking:,Deshabilitado,
Protected Audio Video Path (PAVP):,Deshabilitado,
Network Frame Forwarder (NFF):,No capaz,
Remote PC Assist (RPAT):,Activado,
IPV6:,Deshabilitado,
KVM Remote Control:,Deshabilitado,
Outbreak Containment Heuristic (OCH):,Deshabilitado,
Dynamic Application Loader (DAL):,Capaz,
Cipher Transport Layer (TLS):,Activado,
Wireless LAN (WLAN):,Deshabilitado,
Platform Trust Technology (PTT):,Activado,
Near Field Communication (NFC):,Deshabilitado,
Platform Target Usage Type:,Desktop,
SKU:,Regular SKU,
ME Firmware Image Type:,Consumer SKU Firmware,
Platform Brand:,None,
Host ME Region Flash Protection Override (HMRFPO) Status:,Disabled,
,,
Memoria,,
,,
Tamaño de memoria total:,128 GBytes,
Total Memory Size [MB]:,131072,
Frecuencia de memoria actual:,1197.1 MHz,
Sincronización actual (tCAS-tRCD-tRP-tRAS):,17-17-17-39,
Canales de memoria compatibles:,2,
Canales de memoria activos:,2,
Tasa de comando (CR):,2T,
Read to Read Delay (tRDRD_SG/TrdrdScL) Same Bank Group:,6T,
Read to Read Delay (tRDRD_DG/TrdrdScDlr) Different Bank Group:,4T,
Read to Read Delay (tRDRD_SD) Same DIMM:,11T,
Read to Read Delay (tRDRD_DD) Different DIMM:,12T,
Write to Write Delay (tWRWR_SG/TwrwrScL) Same Bank Group:,6T,
Write to Write Delay (tWRWR_DG/TwrwrScDlr) Different Bank Group:,4T,
Write to Write Delay (tWRWR_SD) Same DIMM:,11T,
Write to Write Delay (tWRWR_DD) Different DIMM:,11T,
Read to Write Delay (tRDWR_SG/TrdwrScL) Same Bank Group:,10T,
Read to Write Delay (tRDWR_DG/TrdwrScDlr) Different Bank Group:,10T,
Read to Write Delay (tRDWR_SD) Same DIMM:,14T,
Read to Write Delay (tRDWR_DD) Different DIMM:,15T,
Write to Read Delay (tWRRD_SG/TwrrdScL) Same Bank Group:,31T,
Write to Read Delay (tWRRD_DG/TwrrdScDlr) Different Bank Group:,25T,
Write to Read Delay (tWRRD_SD) Same DIMM:,10T,
Write to Read Delay (tWRRD_DD) Different DIMM:,10T,
Read to Precharge Delay (tRTP):,9T,
Write to Precharge Delay (tWTP):,29T,
Write Recovery Time (tWR):,18T,
RAS# to RAS# Delay (tRRD_L):,6T,
RAS# to RAS# Delay (tRRD_S):,4T,
Row Cycle Time (tRC):,56T,
Refresh Cycle Time (tRFC):,661T,
Four Activate Window (tFAW):,26T,
,,
Hilera: 0 [BANK 0/Controller0-DIMMA1] - 32 GB PC4-25600 DDR4 SDRAM Kingston KF3200C16D4/32GX,,
,,
Número de módulo:,0,
Tamaño del módulo:,32 GBytes,
Tipo de memoria:,DDR4 SDRAM,
Tipo de módulo:,Unbuffered DIMM (UDIMM),
Velocidad de memoria:,1600.0 MHz (DDR4-3200 / PC4-25600),
Fabricante del módulo:,Kingston,
Número de pieza del módulo:,KF3200C16D4/32GX,
Revisión del módulo:,0,
Número de serie del módulo:,3531020753 (D11977D2),
Fecha de fabricación del módulo:,"Año: 2023, Semana: 50",
Ubicación de fabricación del módulo:,7,
Fabricante de SDRAM:,Micron,
DRAM Steppping:,4.6,
Verificación / corrección de errores:,Ninguna,
Bits de dirección de fila:,17,
Bits de dirección de columna:,10,
Densidad del módulo:,16384 Mb,
Número de rangos:,2,
Número de grupos de bancos:,4,
Ancho del dispositivo:,8 bits,
Bus Width:,64 bits,
Die Count:,1,
Voltaje nominal del módulo (VDD):,1.2 V,
Tiempo de ciclo mínimo de SDRAM (tCKAVGmin):,0.83300 ns (1200 MHz),
Tiempo máximo de ciclo de SDRAM (tCKAVGmax):,1.60000 ns,
Latencias de CAS # admitidas:,"10, 11, 12, 13, 14, 15, 16, 17, 18",
Tiempo de latencia mínimo CAS # (tAAmin):,13.750 ns,
Mínimo RAS # a CAS # Retardo (tRCDmin):,13.750 ns,
Minimum Row Precharge Time (tRPmin):,13.750 ns,
Minimum Active to Precharge Time (tRASmin):,32.000 ns,
Temporización del módulo admitido a 1200.0 MHz:,17-17-17-39,
Temporización del módulo admitido a 1066.7 MHz:,15-15-15-35,
Temporización del módulo admitido a 933.3 MHz:,13-13-13-30,
Temporización del módulo admitido a 800.0 MHz:,11-11-11-26,
Temporización del módulo admitido a 666.7 MHz:,10-10-10-22,
Minimum Active to Active/Refresh Time (tRCmin):,45.750 ns,
Minimum Refresh Recovery Time Delay (tRFC1min):,350.000 ns,
Minimum Refresh Recovery Time Delay (tRFC2min):,260.000 ns,
Minimum Refresh Recovery Time Delay (tRFC4min):,160.000 ns,
Minimum Four Activate Window Delay Time (tFAWmin):,21.000 ns,
Minimum Active to Active Delay Time - Different Bank Group (tRRD_Smin):,3.300 ns,
Minimum Active to Active Delay Time - Same Bank Group (tRRD_Lmin):,4.900 ns,
Minimum CAS to CAS Delay Time - Same Bank Group (tCCD_Lmin):,5.000 ns,
Sensor de temperatura del módulo (TSOD):,No soportado,
Altura nominal del módulo:,31 - 32 mm,
Espesor máximo del módulo (frontal):,1 - 2 mm,
Espesor máximo del módulo (trasero):,1 - 2 mm,
Address Mapping from Edge Connector to DRAM:,Mirrored,
XMP Revision:,2,
Nivel de voltaje del módulo VDD:,1.35 V,
Tiempo de ciclo mínimo de SDRAM (tCKAVGmin):,0.62500 ns (1600 MHz),
Latencias de CAS # admitidas:,"9, 10, 11, 12, 13, 14, 15, 16, 17, 18",
Tiempo de latencia mínimo CAS # (tAAmin):,10.000 ns,
Mínimo RAS # a CAS # Retardo (tRCDmin):,12.500 ns,
Minimum Row Precharge Time (tRPmin):,12.500 ns,
Minimum Active to Precharge Time (tRASmin):,24.375 ns,
Temporización del módulo admitido a 1600.0 MHz:,16-20-20-39,
Temporización del módulo admitido a 1466.7 MHz:,15-19-19-36,
Temporización del módulo admitido a 1333.3 MHz:,14-17-17-33,
Temporización del módulo admitido a 1200.0 MHz:,12-15-15-30,
Temporización del módulo admitido a 1066.7 MHz:,11-14-14-26,
Temporización del módulo admitido a 933.3 MHz:,10-12-12-23,
Minimum Active to Active/Refresh Time (tRCmin):,45.750 ns,
Minimum Refresh Recovery Time Delay (tRFC1min):,350.000 ns,
Minimum Refresh Recovery Time Delay (tRFC2min):,260.000 ns,
Minimum Refresh Recovery Time Delay (tRFC4min):,160.000 ns,
Minimum Four Activate Window Delay Time (tFAWmin):,21.000 ns,
Minimum Active to Active Delay Time - Different Bank Group (tRRD_Smin):,4.375 ns,
Minimum Active to Active Delay Time - Same Bank Group (tRRD_Lmin):,5.625 ns,
Nivel de voltaje del módulo VDD:,1.35 V,
Tiempo de ciclo mínimo de SDRAM (tCKAVGmin):,0.66600 ns (1500 MHz),
Latencias de CAS # admitidas:,"9, 10, 11, 12, 13, 14, 15, 16, 17, 18",
Tiempo de latencia mínimo CAS # (tAAmin):,10.656 ns,
Mínimo RAS # a CAS # Retardo (tRCDmin):,12.654 ns,
Minimum Row Precharge Time (tRPmin):,12.654 ns,
Minimum Active to Precharge Time (tRASmin):,23.875 ns,
Temporización del módulo admitido a 1500.0 MHz:,16-19-19-36,
Temporización del módulo admitido a 1466.7 MHz:,16-19-19-35,
Temporización del módulo admitido a 1333.3 MHz:,15-17-17-32,
Temporización del módulo admitido a 1200.0 MHz:,13-16-16-29,
Temporización del módulo admitido a 1066.7 MHz:,12-14-14-26,
Temporización del módulo admitido a 933.3 MHz:,10-12-12-23,
Temporización del módulo admitido a 800.0 MHz:,9-11-11-20,
Minimum Active to Active/Refresh Time (tRCmin):,45.750 ns,
Minimum Refresh Recovery Time Delay (tRFC1min):,350.000 ns,
Minimum Refresh Recovery Time Delay (tRFC2min):,260.000 ns,
Minimum Refresh Recovery Time Delay (tRFC4min):,160.000 ns,
Minimum Four Activate Window Delay Time (tFAWmin):,21.000 ns,
Minimum Active to Active Delay Time - Different Bank Group (tRRD_Smin):,4.662 ns,
Minimum Active to Active Delay Time - Same Bank Group (tRRD_Lmin):,4.662 ns,
,,
Hilera: 1 [BANK 0/Controller0-DIMMA2] - 32 GB PC4-25600 DDR4 SDRAM Kingston KF3200C16D4/32GX,,
,,
Número de módulo:,1,
Tamaño del módulo:,32 GBytes,
Tipo de memoria:,DDR4 SDRAM,
Tipo de módulo:,Unbuffered DIMM (UDIMM),
Velocidad de memoria:,1600.0 MHz (DDR4-3200 / PC4-25600),
Fabricante del módulo:,Kingston,
Número de pieza del módulo:,KF3200C16D4/32GX,
Revisión del módulo:,0,
Número de serie del módulo:,1359559682 (023C0951),
Fecha de fabricación del módulo:,"Año: 2023, Semana: 4",
Ubicación de fabricación del módulo:,4,
Fabricante de SDRAM:,Micron,
DRAM Steppping:,4.6,
Verificación / corrección de errores:,Ninguna,
Bits de dirección de fila:,17,
Bits de dirección de columna:,10,
Densidad del módulo:,16384 Mb,
Número de rangos:,2,
